sttn_idntfr,sttn_std_idntfr,sttn_ty,centr_cartrk_se,korean_nm,shrten_nm,la,lo,detect_headg_value,link_idntfr,link_la,link_lo,link_isesttn_sn,link_isesttn_dstnc,start_dcs_dstnc,arvl_dcs_dstnc,reform_no,sttn_svc_idntfr,sttn_svc_nm
2455,355002466,0,0,평복리입구,평복리입구,128.3700872,35.98559714,254,3690002000,128.3700804,35.98561754,3,1216.2,50,50,,12455,평복리입구
2456,355002467,0,0,평복리,평복리,128.3700193,35.98551465,77,3690019400,128.3700261,35.98549437,10,6484.3,50,50,,12456,평복리
2457,355002468,0,0,포남 3리,포남 3리,128.4114909,36.0301921,352,3690060300,128.4114347,36.03017603,5,4009.7,50,50,1423,12457,포남 3리
2458,355002469,0,0,포남1리((구)석적읍사무소),포남1리,128.4092893,36.05055277,350,3690060100,128.4092411,36.05052866,1,139,50,50,1423,12458,포남1리
2459,355002470,0,0,포남1리마을회관건너,포남1리마을회관건너,128.4173603,36.0508935,295,3690016700,128.4173682,36.05090764,4,2891.6,50,50,,12459,포남1리마을회관건너
2460,355002471,0,0,포남1리마을회관,포남1리마을회관,128.4176484,36.05078769,295,3690016700,128.4176643,36.0508043,3,2862.6,50,50,,12460,포남1리마을회관
2461,355002472,0,0,포남1리((구)석적읍사무소)건너,포남1리 석적읍사무소,128.4087268,36.05063961,242,3690061400,128.4086947,36.05064764,1,89.7,50,50,1423,12461,포남1리 석적읍사무소
2462,355002473,0,0,포남2리,포남2리,128.4115062,36.04117915,166,3690061300,128.4115544,36.04120325,1,912,50,50,1423,12462,포남2리
2463,355002474,0,0,포남2리입구,포남2리입구,128.4116838,36.04123218,348,3690060300,128.4116838,36.04112772,6,5343.2,50,50,1423,12463,포남2리입구
2464,355002475,0,0,포남3리,포남3리,128.4112651,36.03007479,170,3690061300,128.4113053,36.03013907,2,2262,50,50,1423,12464,포남3리
2465,355002476,0,0,포남3리반지,포남3리반지,128.4104134,36.0252779,218,3690061300,128.4104134,36.02523772,3,2786,50,50,1423,12465,포남3리반지
2466,355002477,0,0,포남3리반지입구,포남3리반지입구,128.4110972,36.02551573,56,3690060300,128.4111695,36.02561215,4,3484.5,50,50,1423,12466,포남3리반지입구
2467,355002478,0,0,풀그린공장,풀그린공장,128.4942434,35.96170855,175,3690017200,128.4942103,35.961706,13,10684.2,50,50,,12467,풀그린공장
2468,355002479,0,0,풍국맨션,풍국맨션,128.4030187,35.99789818,36,3690032500,128.4030187,35.9978988,1,419.7,50,50,,12468,풍국맨션
2469,355002480,0,0,풍국맨션건너,풍국맨션건너,128.4030187,35.99806798,216,3690015000,128.4030295,35.99807396,8,3739.5,50,50,,12469,풍국맨션건너
2470,355002481,0,0,피엔에스,피엔에스,128.4030116,35.94725666,170,3690033400,128.403028,35.94725896,4,1185.6,50,50,,12470,피엔에스
2471,355002482,0,0,하납실,하납실,128.4950073,35.91024112,110,3690006400,128.4950228,35.91027491,4,3248.8,50,50,,12471,하납실
2472,355002483,0,0,하납실건너,하납실건너,128.4953097,35.91036146,282,3690023800,128.4953012,35.91032608,4,3205.6,50,50,,12472,하납실건너
2473,355002484,0,0,하수종말처리장,하수종말처리장,128.4061122,36.08716462,175,3690004300,128.4062543,36.0871653,1,49.3,50,50,,12473,하수종말처리장
2474,355002485,0,0,하수종말처리장건너,하수종말처리장건너,128.4065024,36.08701223,3,3690021700,128.406388,36.08701181,1,417.5,50,50,,12474,하수종말처리장건너
2475,355002486,0,0,하이마트동부물류센터앞,하이마트동부물류센터,128.4120885,35.96553246,60,3690025300,128.4120673,35.96556126,2,537.8,50,50,1016,12475,하이마트동부물류센터
2476,355002487,0,0,하이마트동부물류센터건너,하이마트동부물류센터,128.4123359,35.96587282,219,3690007900,128.4123713,35.96582294,6,1981.8,50,50,1016,12476,하이마트동부물류센터
2477,355002488,0,0,학림초등학교(삼학리입구방면),학리초등학교,128.4901371,36.10360156,41,3690030300,128.4901585,36.10359113,1,1160.7,50,50,,12477,학리초등학교
2478,355002489,0,0,학림초등학교(학하리방면),학림초등학교,128.4900834,36.10366024,199,3690012700,128.490062,36.10367069,2,1203.9,50,50,,12478,학림초등학교
2479,355002490,0,0,학명리 건너2,학명동입구,128.5460955,36.02627177,158,3690002600,128.5463132,36.02630625,3,2948.4,50,50,1361,12479,학명동입구
2480,355002491,0,0,학명리(등골마을건너),학명동광림특장앞,128.5397145,36.03446507,164,3690002600,128.5398431,36.03452131,2,1854.3,50,50,1361,12480,학명동광림특장앞
2481,355002492,0,0,학명동,학명동,128.5472149,36.02327205,2,3690020100,128.5471696,36.02327307,4,3280.2,50,50,1361,12481,학명동
2482,355002493,0,0,학명리입구,학명리입구,128.5352011,36.0389134,131,3690002600,128.5353536,36.0391095,1,1172.1,50,50,1164,12482,학명리입구
2483,355002494,0,0,학명리,학명리,128.5456979,36.02794029,337,3690020100,128.5456336,36.02791794,5,3820.3,50,50,1361,12483,학명리
2484,355002495,0,0,학명리 석장조각,학명리 석장조각,128.5373194,36.03819433,303,3690020100,128.5373152,36.03818822,7,5217.5,50,50,1361,12484,학명리 석장조각
2485,355002496,0,0,학명리 학명공원,학명리 학명공원,128.5396032,36.03585325,345,3690020100,128.5395707,36.03584553,6,4878.1,50,50,1361,12485,학명리 학명공원
2486,355002497,0,0,학산1리,학산1리,128.4982966,36.0521495,104,3690025500,128.4982899,36.0521277,10,5707.1,50,50,,12486,학산1리
2487,355002498,0,0,학산1리 듬티마을,학산1리 듬티마을,128.4985427,36.05216485,285,3690008100,128.4985494,36.05218673,3,2222.7,50,50,,12487,학산1리 듬티마을
2488,355002499,0,0,학산2리 성신금속,학산2리 성신금속,128.5091973,36.04981544,71,3690025500,128.5092069,36.04979881,11,6778.8,50,50,,12488,학산2리 성신금속
2489,355002500,0,0,학산2리 원정,학산2리 원정,128.5094222,36.04993086,271,3690008100,128.5094216,36.04994964,2,1155.2,50,50,,12489,학산2리 원정
2490,355002501,0,0,학상 오미기,학상 오미기,128.5086271,36.10031462,255,3690022500,128.5086313,36.10028783,2,1204.2,50,50,,12490,학상 오미기
2491,355002502,0,0,학상칠송정(학상토실방면),학상 칠송정,128.5001947,36.09827448,110,3690005100,128.5002059,36.09831351,4,1850.1,50,50,,12491,학상 칠송정
2492,355002503,0,0,학상공단,학상공단,128.4897007,36.09900803,72,3690005100,128.4896901,36.09903602,2,870,50,50,,12492,학상공단
2493,355002504,0,0,학상칠송정(학하3리방면),학상칠송정,128.4995023,36.09863097,281,3690022500,128.4994895,36.09859881,3,2069.1,50,50,,12493,학상칠송정
2494,355002505,0,0,학상토실,학상토실,128.5089824,36.10018817,82,3690005100,128.5089782,36.10021502,5,2679,50,50,,12494,학상토실
2495,355002506,0,0,학하1리소복이,학하1리소복이,128.4898666,36.09922785,251,3690022500,128.4898783,36.09919873,5,2963.8,50,50,,12495,학하1리소복이
2496,355002507,0,0,학하2리,학하2리,128.4850889,36.09847287,79,3690005100,128.4850819,36.09850159,1,449.4,50,50,,12496,학하2리
2497,355002508,0,0,학하2리 돌짝골,학하2리 돌짝골,128.4853343,36.09867271,265,3690022500,128.4853398,36.09864377,6,3378.8,50,50,,12497,학하2리 돌짝골
2498,355002509,0,0,학하3리입구,학하3리입구,128.4936329,36.09963633,101,3690005100,128.4936403,36.09966502,3,1239.2,50,50,,12498,학하3리입구
2499,355002510,0,0,학하3리,학하3리,128.4941099,36.09973083,282,3690022500,128.4941014,36.0996977,4,2570.2,50,50,,12499,학하3리
2500,355002511,0,0,학하리입구,학하리입구,128.4792098,36.09761752,101,3690001700,128.479216,36.09764637,1,330,50,50,,12500,학하리입구
2501,355002512,0,0,학하리,학하리,128.4798011,36.09770252,279,3690019200,128.4797949,36.09767369,1,47.4,50,50,,12501,학하리
2502,355002513,0,0,한국토지공사,한국토지공사,128.4249278,35.97434094,21,3690025300,128.4248502,35.97436848,7,2106.9,50,50,1016,12502,한국토지공사
2503,355002514,0,0,한국토지공사입구,한국토지공사입구,128.4246497,35.97437884,219,3690007900,128.4247021,35.97436059,1,464.8,50,50,,12503,한국토지공사입구
2504,355002515,0,0,한국파워트레인,한국파워트레인,128.405788,35.96242685,153,3690032600,128.4058006,35.9624351,1,15.9,50,50,,12504,한국파워트레인
2505,355002516,0,0,TK케미칼3공장건너,TK케미칼3공장,128.4061779,36.08078686,180,3690012900,128.4063001,36.0807885,1,273,50,50,1257,12505,한국합섬
2506,355002517,0,0,한국화섬앞,한국화섬앞,128.4085517,35.95921462,30,3690015100,128.4085517,35.95921462,1,200,50,50,1012,12506,한국화섬앞
2507,355002518,0,0,한성테크,한성테크,128.4103456,35.96072576,316,3690024900,128.4103336,35.96071636,1,292.4,50,50,,12507,한성테크
2508,355002519,0,0,한솔입구(소암마을입구방면),한솔입구,128.3607919,35.98056012,308,3690002000,128.3608041,35.98057679,5,2286.2,50,50,,12508,한솔입구
2509,355002520,0,0,한솔,한솔,128.360551,35.98065438,136,3690019400,128.3605341,35.98064081,8,5387.8,50,50,,12509,한솔
2510,355002521,0,0,해은고택입구,해운고택입구,128.4364724,35.99410565,278,3690016300,128.4364739,35.99412367,3,2161.1,50,50,1417,12510,해운고택입구
2511,355002522,0,0,해운고택건너,해운고택건너,128.4361855,35.99403692,86,3690033800,128.4361859,35.99402147,3,1217.6,50,50,,12511,해운고택건너
2512,355002523,0,0,행정1리입구,행정1리입구,128.3589597,35.96704212,235,3690002100,128.3589534,35.96704952,3,2219.7,50,50,,12512,행정1리입구
2513,355002524,0,0,행정1리,행정1리,128.3646676,35.97073812,62,3690019500,128.3646731,35.97072646,3,2557.1,50,50,,12513,행정1리
2514,355002525,0,0,행정2리나오테입구,행정2리나오테입구,128.3831475,35.97093413,151,3690015600,128.3831304,35.97092755,2,716.2,50,50,,12514,행정2리나오테입구
2515,355002526,0,0,행정2리나오테,행정2리나오테,128.3833257,35.97081529,332,3690033100,128.3833425,35.97082307,5,3876.4,50,50,,12515,행정2리나오테
2516,355002527,0,0,행정리,행정리,128.3585909,35.96677547,65,3690019500,128.3585984,35.96676281,2,1849,50,50,,12516,행정리
2517,355002528,0,0,현대공원,현대공원,128.5206379,36.04113375,163,3690017300,128.5206289,36.04112791,1,443.4,50,50,,12517,현대공원
2518,355002529,0,0,화성철강앞,화성철강앞,128.5513113,36.1064416,220,3690005300,128.5513439,36.1064186,1,1276.8,50,50,,12518,화성철강앞
2519,355002530,0,0,화성철강건너,화성철강건너,128.5505531,36.10541535,41,3690022700,128.5505076,36.10544522,1,575.7,50,50,,12519,화성철강건너
2520,355002531,0,0,화진금봉타운,화진금봉타운,128.3339211,36.06372808,344,3690029000,128.333882,36.06371111,2,354.9,50,50,,12520,화진금봉타운
2521,355002532,0,0,황학교회건너,황학교회건너,128.4813925,36.02054577,155,3690017200,128.4813893,36.02053468,2,2582.2,50,50,,12521,황학교회건너
2522,355002533,0,0,황학교회,황학교회,128.4814051,36.02069137,342,3690034600,128.4814205,36.02069693,14,8935.2,50,50,,12522,황학교회
2523,355002534,0,0,황학산장,황학산장,128.4850748,36.03627125,235,3690017200,128.485059,36.03628982,1,468.5,50,50,,12523,황학산장
2524,355002535,0,0,황학산장입구,황학산장입구,128.4853553,36.03635175,49,3690034600,128.4853656,36.03634151,15,11038.7,50,50,,12524,황학산장입구
2525,355002536,0,0,황학,황학,128.4865468,36.03963141,510,3690034600,128.4865522,36.0396325,16,11517.7,50,50,,12525,황학
2526,355002537,0,0,천평,GS칼텍스,128.5382155,36.08518076,172,3690003700,128.5384422,36.08519338,1,258.2,50,50,1377,12526,GS칼텍스
2527,355002538,0,0,덕산리마을회관,덕산리마을회관,128.4946563,35.94291843,185,3690007100,128.4946724,35.94291843,1,226,50,50,1051,12527,덕산리마을회관
2528,355002539,1,0,송정리원곡,송정리원곡,128.4759532,35.95959349,310,3690014600,128.4758729,35.95959349,4,670,50,50,1052,12528,송정리원곡
2529,355002540,1,0,대추동  맞은편,대추동 맞은편,128.5424106,35.99191424,120,3690014800,128.5424669,35.99199459,5,3580,50,50,1052,12529,대추동  맞은편
2530,355002541,1,0,대추동  입구,대추동  입구,128.5411331,35.99291058,290,3690032300,128.5411009,35.99281416,9,1600,50,50,1052,12530,대추동  입구
2531,355002542,1,0,농협창고 앞,농협창고 앞,128.5202662,36.10410682,290,3690023300,128.5202582,36.10409878,1,10,50,50,1052,12531,농협창고 앞
2532,355002543,1,0,탑곡지 앞,탑곡지 앞,128.5409643,36.10168025,75,3690022900,128.5409643,36.10170436,1,20,50,50,1052,12532,탑곡지 앞
2534,355002545,1,0,한솔입구(남율동산마을건너방면),한솔입구,128.3947953,36.07098838,140,3690036700,128.3949151,36.07113,1,316,50,50,1130,12534,한솔입구
2535,355002546,1,0,한솔입구맞은편,한솔입구맞은편,128.3952337,36.07119817,330,3690036800,128.3950703,36.07116548,3,920,50,50,1334,12535,한솔입구맞은편
2538,355002384,0,0,원골(죽전2리),원골(죽전2리),128.386594,35.99239335,20,3690027900,128.3865177,35.99239335,3,1018.4,50,50,1335,12373,원골(죽전2리)
2541,355002547,1,0,남광하우스토리건너,남광하우스토리건너,128.4005643,36.07841638,245,3690016800,128.40056,36.07841987,1,97,50,50,1387,12541,흥국비철맞은편
2542,355002264,0,0,석적농협,석적우방A,128.3949903,36.07604256,90,3690046900,128.3949662,36.07606666,1,477.9,50,50,1407,12542,석적우방A
2543,355002263,0,0,석적농협맞은편,석적우방A건너,128.394918,36.0762354,268,3690047000,128.394934,36.07619522,1,344.8,50,50,1407,12543,석적우방A건너
2545,355004456,1,0,남광하우스토리,남광하우스토리,128.4004396,36.07820459,0,3690034200,128.4004236,36.07823673,1,20,50,50,1387,12545,
2547,355004430,1,0,숭오3리(마을회관),숭오3리(강진삼거리),128.3309464,36.06707248,280,3690059900,128.3311534,36.06697443,1,170,50,50,1406,12547,
2557,355000945,1,0,숭오리 종점,숭오리종점,128.3315965,36.06846141,60,3690059900,128.3312098,36.06695256,2,367,50,50,1406,12557,숭오리종점
2558,355004447,1,0,동명주유소앞,동명주유소앞,128.5504667,36.0136261,340,3690020100,128.5503943,36.01361806,3,2215,50,50,1361,12558,
2600,355002600,0,0,복성4리(옥만이),복성4리(옥만이),128.3615363,36.03867417,140,3690054400,128.3615635,36.03869596,3,1610,50,50,1387,12600,복성4리(옥만이)
2607,355004431,1,0,두성아파트약목앞,두성아파트약목앞,128.3429254,36.04627688,109,3690014300,128.3429526,36.04632046,6,3520,50,50,1335,12607,
2608,355004432,1,0,두성아파트약목건너,두성아파트약목건너,128.3429733,36.04646799,110,3690026100,128.3429733,36.04641896,1,234,50,50,1335,12608,
2609,355004433,1,0,숭오1리(태평동)건너,숭오1리(태평동)건너,128.3100957,36.05553695,109,3690026100,128.3100957,36.05548792,6,3450,50,50,1335,12609,
2610,355004434,1,0,숭오1리(태평동),숭오1리(태평동),128.3093223,36.05532451,275,3690014300,128.3093713,36.05541711,1,403,50,50,1335,12610,
2620,355004439,1,0,복성4리(옥만이)건너,복성4리(옥만이)건너,128.3612429,36.03917136,325,3690054300,128.3613192,36.03910055,1,359.9,50,50,1387,12620,
2622,355004390,1,0,중리2교건너,중리2교건너,128.40813,36.076086,42,3690030700,128.4083333,36.07642202,1,43,50,50,1271,12622,
2623,355004438,1,0,성곡종점,성곡종점,128.4484853,36.07172461,90,3690021000,128.4485014,36.07174872,3,1425,50,50,1337,12623,
2634,355004448,1,0,동명주유소건너,동명주유소건너,128.5502015,36.01355378,170,3690002600,128.5502497,36.01357789,4,4440,50,50,1361,12634,
2637,355002548,1,0,효성해링턴건너,효성해링턴건너,128.4076041,36.06716502,45,3690037000,128.4074916,36.06732572,2,710,50,50,1275,12637,효성해링턴건너
2638,355002549,1,0,효성해링턴앞,효성해링턴앞,128.4074796,36.06754256,235,3690036900,128.4075123,36.0674554,1,375,50,50,1130,12638,효성해링턴앞
2639,355002550,1,0,인평2리마을회관건너,인평2리마을회관건너,128.3377454,36.06065676,85,3690037600,128.3377999,36.06092911,1,235,50,50,1130,12639,인평2리마을회관건너
2640,355002551,1,0,북삼농협건너,북삼농협건너,128.3434622,36.06121478,85,3690037600,128.3434731,36.06128015,2,755,50,50,1130,12640,북삼농협건너
2641,355002552,1,0,북삼농협앞,북삼농협앞,128.3432002,36.06142177,175,3690037500,128.3432002,36.0613782,1,39,50,50,1130,12641,북삼농협앞
2642,355002553,1,0,인평2리마을회관앞,인평2리마을회관앞,128.3381722,36.06112763,170,3690037500,128.3381722,36.06107316,2,500,50,50,1130,12642,인평2리마을회관앞
2643,355004378,1,0,약목역건너,약목역건너,128.363518,36.0367503,149,3690055100,128.3635582,36.03682262,1,62,50,50,1387,12643,약목역건너
2644,355004391,1,0,석적행정타운건너,석적행정타운건너,128.4020905,36.06471428,45,3690037000,128.4020687,36.06482322,1,50,50,50,1275,12644,
2645,355004392,1,0,석적행정타운,석적행정타운,128.4018508,36.06508469,235,3690036900,128.4019162,36.06495395,2,875,50,50,1275,12645,
2646,355004437,1,0,약목역,약목역,128.3634218,36.03729211,320,3690054500,128.363449,36.03725943,1,117,50,50,1387,12646,
2647,355004395,1,0,호국평화기념관,호국평화기념관,128.4029979,36.01923237,10,3690060300,128.4029899,36.01920023,2,2260,50,50,1423,12647,
2648,355004396,1,0,호국평화기념관건너,호국평화기념관건너,128.4025472,36.01852851,190,3690061300,128.4025793,36.01859279,5,3982,50,50,1423,12648,
2650,355004394,1,0,가산2리(윗산당),가산2리(윗산당),128.5955104,36.05111111,330,3690034800,128.5954301,36.05107897,9,7745.3,50,50,1275,12650,
2651,355004393,1,0,석우리,석우2리(신방),128.5333035,36.10499376,103,3690005200,128.5332874,36.10509018,1,1254.5,50,50,1379,12651,
2653,355004435,1,0,보손2리(상재원),보손2리(상재원),128.3218439,36.05281651,109,3690014300,128.3218548,36.05287642,3,1586,50,50,1335,12653,
2654,355004436,1,0,보손2리(상재원)건너,보손2리(상재원)건너,128.3208144,36.05332853,289,3690026100,128.3208144,36.05331219,4,2375,50,50,1335,12654,
2657,369000688,1,0,달오(태왕아너스)건너,달오(태왕아너스)건너,128.3984991,35.97839389,180,3690045300,128.3985794,35.97833765,1,140,50,50,1387,12657,
2658,369000689,1,0,달오(태왕아너스)앞,달오(태왕아너스)앞,128.3987883,35.97842603,0,3690045400,128.3986598,35.97837782,2,308,50,50,1387,12658,
2659,369000690,1,0,군립도서관건너,군립도서관건너,128.3984589,35.97586287,180,3690045300,128.3985151,35.97575842,2,346,50,50,1387,12659,
2660,369000691,1,0,군립도서관앞,군립도서관앞,128.3988044,35.97586287,0,3690045400,128.3986116,35.97586287,1,93,50,50,1387,12660,
2669,355004425,1,0,덕산,덕산,128.3857555,36.04282736,45,3690016500,128.3857395,36.04283539,1,1876.1,50,50,1328,12669,
2670,355004426,1,0,오평리 사말리,오평리 사말리,128.3889993,36.05757662,335,3690016500,128.3889121,36.05753305,2,3667,50,50,1372,12670,
2671,355004427,1,0,오평,오평,128.3729219,36.05320425,200,3690016500,128.372946,36.05318015,4,5377,50,50,1373,12671,
2673,355004454,1,0,오리골,오리골,128.3753462,36.05537933,225,3690016500,128.3753462,36.05530702,3,5046,50,50,1373,12673,
2674,355004455,1,0,오리골건너,오리골건너,128.3754667,36.05512221,45,3690034000,128.3753864,36.05521863,2,2207,50,50,1373,12674,
2675,355004477,1,0,관호2리입구,관호2리입구,128.3921568,36.01394766,300,3690049000,128.3920697,36.01390409,1,1401,50,50,1380,12675,
2676,355004478,1,0,관호2리입구 건너,관호2리입구 건너,128.3919389,36.01379515,180,3690048900,128.3919607,36.01381693,1,1050,50,50,1380,12676,
2701,369000696,1,0,석우리건너,석우리건너,128.5333729,36.1051459,270,3690022600,128.5333408,36.10512983,2,707,50,50,1399,12701,
2706,369000700,1,0,순심중고등학교,순심중고등학교,128.4034786,35.98799953,78,3690032900,128.4034623,35.98801587,1,402,50,50,1411,12706,
2707,369000701,1,0,왜관수도원,왜관수도원,128.4037144,35.98822574,78,3690015400,128.4037253,35.98820395,4,1500,50,50,1411,12707,
2712,369000706,1,0,심곡리,심곡리,128.5068756,36.10905932,125,3690001600,128.5067069,36.1091477,1,429,50,50,1414,12712,
4001,355004012,0,0,가야요양병원,가야요양병원,128.3040708,35.93285058,66,3680000200,128.3040786,35.93283685,4,1798.4,50,50,,14001,가야요양병원
4002,355004013,0,0,가야장례식장2,가야장례식장,128.3045862,35.93321288,228,2147483647,128.3045738,35.93322494,6,5026,50,50,1014,14002,가야장례식장2
4003,355004014,0,0,감문리(문양역방면),감문리,128.4240208,35.89074841,169,1570001600,128.4240048,35.89074366,5,2402.6,50,50,,14003,감문리
4004,355004015,0,0,감문리(왜관북부정류장방면),감문리,128.4239536,35.89109468,335,1570000800,128.4239749,35.89110237,5,2290.1,50,50,,14004,감문리
4005,355004016,0,0,감문리 삼실(문양역방면),감문리 삼실,128.4211274,35.88628577,162,1570001600,128.4211054,35.88627958,6,2989.7,50,50,,14005,감문리 삼실
4006,355004017,0,0,감문리 삼실(왜관북부정류장방면),감문리 삼실,128.4212461,35.88622127,342,1570000800,128.4212681,35.8862277,4,1653.9,50,50,,14006,감문리 삼실
4007,355004018,0,0,감삼네거리,감삼네거리,128.5490926,35.85443126,75,1560000100,128.5490021,35.85458822,15,7018,50,50,,14007,감삼네거리
4008,355004019,0,0,감천3거리(성의중고방면),감천3거리,128.133778,36.11765481,303,3530038700,128.134003,36.11754232,6,2080,50,50,1406,14008,감천3거리
4009,355004020,0,0,감천3거리(아랫시장방면),감천3거리,128.1331809,36.11786483,131,3530040800,128.1333095,36.11778448,2,560,50,50,1406,14009,감천3거리
4010,355004021,0,0,강창교,강창교,128.4690023,35.85460412,133,1570000200,128.4690636,35.85465894,3,867.5,50,50,,14010,강창교
4011,355004022,0,0,강창역,강창역,128.4772324,35.85334661,272,1560000300,128.4772247,35.85317382,19,9898.8,50,50,,14011,강창역
4012,355004023,0,0,강창하이츠,강창하이츠,128.4604046,35.8621135,119,1570000300,128.4604376,35.86216044,1,124.7,50,50,,14012,강창하이츠
4013,355004024,0,0,강창훼미리아파트,강창훼미리아파트,128.4621576,35.86075304,144,1570000300,128.4621776,35.86076569,2,346.7,50,50,,14013,강창훼미리아파트
4014,355004025,0,0,계명대역(1번출구),계명대역,128.4905472,35.85190926,278,1560000300,128.4905136,35.85171155,17,8684.2,50,50,,14014,계명대역
4015,355004026,0,0,계명대역(2번출구),계명대역,128.4884148,35.85165396,99,1560000100,128.4884511,35.85185275,4,1360.6,50,50,,14015,계명대역
4016,355004027,0,0,계명대학교정문앞,계명대학교,128.4851754,35.85266202,274,1560000300,128.4851611,35.8524804,18,9176.2,50,50,,14016,계명대학교정문
4017,355004028,0,0,계명대학교정문건너,계명대학교,128.4848096,35.85221704,91,1560000100,128.4848157,35.85237634,3,1025.7,50,50,,14017,계명대학교정문
4018,355004029,0,0,고곡1리(군위유통센터앞방면),고곡1리,128.5770967,36.11037473,37,3610000900,128.5771177,36.11036899,9,4699.8,50,50,,14018,고곡1리
4019,355004030,0,0,고곡1리(고곡2리방면),고곡1리,128.5770124,36.11039769,196,3610000200,128.5769914,36.1104034,2,461,50,50,,14019,고곡1리
4020,355004031,0,0,고곡2리(고곡1리방면),고곡2리,128.5789373,36.10433179,329,3610000900,128.5788784,36.10430466,8,3988.2,50,50,,14020,고곡2리
4021,355004032,0,0,고곡2리(고곡보건지소방면),고곡2리,128.5786581,36.1044259,147,3610000200,128.5786392,36.10441652,3,1161.2,50,50,,14021,고곡2리
4022,355004033,0,0,고곡보건지소(고곡2리방면),고곡보건지소,128.5811304,36.09849594,342,3610000900,128.5811398,36.09849697,7,3308.2,50,50,,14022,고곡보건지소
4023,355004034,0,0,고곡보건지소(고곡초등학교방면),고곡보건지소,128.581506,36.09705822,152,3610000200,128.5814861,36.09704573,4,2024.2,50,50,,14023,고곡보건지소
4024,355004035,0,0,고곡초등학교,고곡초등학교,128.5908629,36.08911822,149,3610000200,128.5908484,36.08910768,5,3250.3,50,50,,14024,고곡초등학교
4025,355004036,0,0,고매초등학교,고매초등학교,128.5817289,36.09695416,325,3610000900,128.5817349,36.09695787,6,3127,50,50,,14025,고매초등학교
4026,355004037,0,0,옥산공단입구,공성농공단지,128.1154554,36.28595493,285,3580000500,128.1154626,36.28597665,2,2064,50,50,1373,14026,공성농공단지
4027,355004038,0,0,평천1리,공성농공단지,128.1151807,36.28594238,106,3580000200,128.1151774,36.28592641,2,2055.9,50,50,1373,14027,공성농공단지
4028,355004039,0,0,공성농협,공성농협,128.0936202,36.28445347,210,3580001100,128.0936102,36.28445737,1,410.4,50,50,,14028,공성농협
4029,355004040,0,0,공쌍골(의1리방면),공쌍골,128.2314074,36.18344893,123,3550089400,128.2314717,36.18352928,1,1720,50,50,1257,14029,공쌍골
4030,355004041,0,0,공쌍골(지2동방면),공쌍골,128.2317121,36.18358062,309,3550089000,128.231674,36.18354249,1,285,50,50,1257,14030,공쌍골
4031,355004042,0,0,광영검문소(소학리방면),광영검문소,128.3730608,35.8821234,130,3680002400,128.3730613,35.88211637,10,6722.2,50,50,,14031,광영검문소
4032,355004043,0,0,광명검문소(소학1리복지회관방면),광영검문소,128.373144,35.88221465,270,3680001000,128.3731404,35.88222839,1,88.5,50,50,,14032,광영검문소
4033,355004044,0,0,교전,교전,128.2464714,36.15971026,339,3530004700,128.2464948,36.15971739,1,58.5,50,50,,14033,교전
4034,355004045,0,0,구병원건너,구병원,128.5420449,35.85222816,243,1560000300,128.5421349,35.85207258,7,3900.5,50,50,,14034,구병원
4035,355004046,0,0,구병원앞,구병원,128.5415997,35.85155916,64,1560000100,128.5415093,35.85171334,13,6269.8,50,50,,14035,구병원
4036,355004047,0,0,구암(서당방면),구암,128.2660692,36.18373588,253,3530006400,128.2660819,36.18371642,2,645.7,50,50,,14036,구암
4037,355004048,0,0,구암(새터방면),구암,128.2659596,36.18340245,18,3530003600,128.2659694,36.18339939,1,378.8,50,50,,14037,구암
4038,355004049,0,0,금계(구미방면),금계,128.2742229,36.15489417,248,3530003000,128.2742325,36.15486028,1,58.2,50,50,,14038,금계
4039,355004050,0,0,금계(하송방면),금계,128.2744588,36.15478557,73,3530001400,128.274452,36.15480262,1,1117.2,50,50,,14039,금계
4040,355004051,0,0,김천(구미)역구미행,KTX역(구미행),128.1806557,36.11408951,100,3530009800,128.1807483,36.11416577,1,237,50,50,1368,14040,김천구미ktx역구미행
4041,355004052,0,0,김천시외버스터미널 종점,김천터미널,128.1182139,36.1230641,177,3530011900,128.1182621,36.12303999,1,56,50,50,1406,14041,김천시외버스터미널 종점
4042,355004053,0,0,김천시외버스터미널(종점),김천터미널,128.1178823,36.12287866,177,3530040700,128.1178823,36.1227019,1,56,50,50,1406,14042,김천시외버스터미널 종점
4043,355004054,0,0,낙동 출발,낙동,128.2981467,36.36287848,352,3580000300,128.2981692,36.3628799,1,155.6,50,50,,14043,낙동 출발
4044,355004055,0,0,낙동정류장,낙동정류장,128.2980442,36.36296964,176,3580000800,128.2980238,36.36296864,1,20.4,50,50,,14044,낙동정류장
4045,355004056,0,0,남산그린타운,남산그린타운,128.5761826,35.8633397,254,1560000300,128.5762713,35.86318049,1,573.8,50,50,,14045,남산그린타운
4046,355004057,0,0,네당4동축협,네당4동축협,128.5494728,35.85507765,253,1560000300,128.5495576,35.85491919,5,3159.4,50,50,,14046,네당4동축협
4047,355004058,0,0,농촌진흥원입구,농촌진흥원,128.5548843,35.9544532,20,1540000400,128.5547646,35.95448898,9,3879.3,50,50,,14047,농촌진흥원입구
4048,355004059,0,0,다사고등학교,다사고등학교,128.4626356,35.8605372,318,1570001100,128.4626236,35.86053223,1,13.1,50,50,,14048,다사고등학교
