노선번호,정류소순서,구간_이름
GMB410-530,66,원호동(원호대우아파트앞방면) - 원호대우아파트앞
GMB410-630,1,청솔아파트앞 - 경남아너스빌앞
GMB410-630,2,경남아너스빌앞 - 원호세영리첼레이크뷰앞
GMB410-630,3,원호세영리첼레이크뷰앞 - 원호푸르지오아파트앞
GMB410-630,4,원호푸르지오아파트앞 - 원호대우아파트건너
GMB410-630,5,원호대우아파트건너 - 원호동(구미중학교방면)
GMB410-630,6,원호동(구미중학교방면) - 구미중학교앞
GMB410-630,7,구미중학교앞 - 귀빈맨션(구미여고)
GMB410-630,8,귀빈맨션(구미여고) - 도량롯데캐슬
GMB410-630,9,도량롯데캐슬 - 구미남고건너
GMB410-630,10,구미남고건너 - 럭키원앙아파트
GMB410-630,11,럭키원앙아파트 - 도량2동입구(도량2동방면)
GMB410-630,12,도량2동입구(도량2동방면) - 도량2동(선주고등학교방면)
GMB410-630,13,도량2동(선주고등학교방면) - 선주고등학교건너
GMB410-630,14,선주고등학교건너 - 도봉초등학교건너
GMB410-630,15,도봉초등학교건너 - 주공5단지건너
GMB410-630,16,주공5단지건너 - 도량2동(미소지움아파트건너방면)
GMB410-630,17,도량2동(미소지움아파트건너방면) - 미소지움아파트건너
GMB410-630,18,미소지움아파트건너 - 원평마을문화센터앞
GMB410-630,19,원평마을문화센터앞 - 구미역
GMB410-630,20,구미역 - 농협
GMB410-630,21,농협 - 금오산사거리
GMB410-630,22,금오산사거리 - 푸르지오캐슬B단지
GMB410-630,23,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB410-630,24,가톨릭근로자문화센타 - 송정동번개시장건너
GMB410-630,25,송정동번개시장건너 - 시청후문앞
GMB410-630,26,시청후문앞 - 문화예술회관후문앞
GMB410-630,27,문화예술회관후문앞 - 상공회의소앞
GMB410-630,28,상공회의소앞 - 송정범양레우스
GMB410-630,29,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB410-630,30,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB410-630,31,구미경찰서건너 - 롯데마트건너
GMB410-630,32,롯데마트건너 - 이마트(광평동노인회관방면)
GMB410-630,33,이마트(광평동노인회관방면) - 광평동노인회관
GMB410-630,34,광평동노인회관 - 광평동행정복지센터앞
GMB410-630,35,광평동행정복지센터앞 - 광평동푸르지오아파트앞
GMB410-630,36,광평동푸르지오아파트앞 - 보성황실2차아파트정문앞
GMB410-630,37,보성황실2차아파트정문앞 - 사곡초등학교건너
GMB410-630,38,사곡초등학교건너 - 사곡동(사곡동새마을방면)
GMB410-630,39,사곡동(사곡동새마을방면) - 사곡동새마을(상모초등학교방면)
GMB410-630,40,사곡동새마을(상모초등학교방면) - 상모초등학교
GMB410-630,41,상모초등학교 - 상모동(상모정수도서관건너방면)
GMB410-630,42,상모동(상모정수도서관건너방면) - 상모정수도서관건너
GMB410-630,43,상모정수도서관건너 - 상모우방2단지앞
GMB410-630,44,상모우방2단지앞 - 삼도뷰앤빌건너삼거리
GMB410-630,45,삼도뷰앤빌건너삼거리 - 임은동(임오동행정복지센터건너방면)
GMB410-630,46,임은동(임오동행정복지센터건너방면) - 임오동행정복지센터건너
GMB410-630,47,임오동행정복지센터건너 - 한염건너
GMB410-630,48,한염건너 - 금오레미콘건너
GMB410-630,49,금오레미콘건너 - 영남에너지서비스건너
GMB410-630,50,영남에너지서비스건너 - TK케미칼2공장건너
GMB410-630,51,TK케미칼2공장건너 - 동국방직
GMB410-630,52,동국방직 - 직물협업단지(순천향병원방면)
GMB410-630,53,직물협업단지(순천향병원방면) - 파라디아A앞
GMB410-630,54,파라디아A앞 - 공단3주공앞
GMB410-630,55,공단3주공앞 - 엘지PDP옆A
GMB410-630,56,엘지PDP옆A - 공단본부앞
GMB410-630,57,공단본부앞 - LG유니참앞
GMB410-630,58,LG유니참앞 - KEC정문
GMB410-630,59,KEC정문 - 롯데마트앞
GMB410-630,60,롯데마트앞 - 구미경찰서
GMB410-630,61,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB410-630,62,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB410-630,63,상공회의소건너 - 문화예술회관후문건너
GMB410-630,64,문화예술회관후문건너 - 시청후문건너
GMB410-630,65,시청후문건너 - 송정동번개시장앞
GMB410-630,66,송정동번개시장앞 - 푸르지오캐슬A단지
GMB410-630,67,푸르지오캐슬A단지 - 대구은행앞
GMB410-630,68,대구은행앞 - 구미역 전(국민은행)
GMB410-630,69,구미역 전(국민은행) - 구미역(중앙시장)
GMB410-711,1,구미역 - 농협
GMB410-711,2,농협 - 금오산사거리
GMB410-711,3,금오산사거리 - 푸르지오캐슬B단지
GMB410-711,4,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB410-711,5,가톨릭근로자문화센타 - 송정동번개시장건너
GMB410-711,6,송정동번개시장건너 - 시청후문앞
GMB410-711,7,시청후문앞 - 문화예술회관후문앞
GMB410-711,8,문화예술회관후문앞 - 상공회의소앞
GMB410-711,9,상공회의소앞 - 송정범양레우스
GMB410-711,10,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB410-711,11,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB410-711,12,구미경찰서건너 - 롯데마트건너
GMB410-711,13,롯데마트건너 - 이마트(광평동노인회관방면)
GMB410-711,14,이마트(광평동노인회관방면) - 광평동노인회관
GMB410-711,15,광평동노인회관 - 광평동행정복지센터앞
GMB410-711,16,광평동행정복지센터앞 - 광평동푸르지오아파트앞
GMB410-711,17,광평동푸르지오아파트앞 - 보성황실2차아파트정문앞
GMB410-711,18,보성황실2차아파트정문앞 - 사곡초등학교건너
GMB410-711,19,사곡초등학교건너 - 사곡동(사곡동새마을방면)
GMB410-711,20,사곡동(사곡동새마을방면) - 사곡동새마을(상모초등학교방면)
GMB410-711,21,사곡동새마을(상모초등학교방면) - 상모초등학교
GMB410-711,22,상모초등학교 - 상모동(상모정수도서관건너방면)
GMB410-711,23,상모동(상모정수도서관건너방면) - 상모정수도서관건너
GMB410-711,24,상모정수도서관건너 - 상모우방2단지앞
GMB410-711,25,상모우방2단지앞 - 삼도뷰앤빌건너삼거리
GMB410-711,26,삼도뷰앤빌건너삼거리 - 임은동(임오동행정복지센터건너방면)
GMB410-711,27,임은동(임오동행정복지센터건너방면) - 임오동행정복지센터건너
GMB410-711,28,임오동행정복지센터건너 - 한염건너
GMB410-711,29,한염건너 - 금오레미콘건너
GMB410-711,30,금오레미콘건너 - 영남에너지서비스건너
GMB410-711,31,영남에너지서비스건너 - TK케미칼2공장건너
GMB410-711,32,TK케미칼2공장건너 - 동국방직
GMB410-711,33,동국방직 - 직물협업단지(순천향병원방면)
GMB410-711,34,직물협업단지(순천향병원방면) - 파라디아A앞
GMB410-711,35,파라디아A앞 - 공단3주공앞
GMB410-711,36,공단3주공앞 - 엘지PDP옆A
GMB410-711,37,엘지PDP옆A - 공단본부앞
GMB410-711,38,공단본부앞 - LG유니참앞
GMB410-711,39,LG유니참앞 - KEC정문
GMB410-711,40,KEC정문 - 롯데마트앞
GMB410-711,41,롯데마트앞 - 구미경찰서
GMB410-711,42,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB410-711,43,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB410-711,44,상공회의소건너 - 문화예술회관후문건너
GMB410-711,45,문화예술회관후문건너 - 시청후문건너
GMB410-711,46,시청후문건너 - 송정동번개시장앞
GMB410-711,47,송정동번개시장앞 - 푸르지오캐슬A단지
GMB410-711,48,푸르지오캐슬A단지 - 대구은행앞
GMB410-711,49,대구은행앞 - 구미역 전(국민은행)
GMB410-711,50,구미역 전(국민은행) - 구미역(중앙시장)
GMB410-711,51,구미역(중앙시장) - 원평마을문화센터건너
GMB410-711,52,원평마을문화센터건너 - 원평2동산업도로(도량교방면)
GMB410-711,53,원평2동산업도로(도량교방면) - 도량교(구미남고방면)
GMB410-711,54,도량교(구미남고방면) - 구미남고앞
GMB410-711,55,구미남고앞 - 도산초등학교
GMB410-711,56,도산초등학교 - 구미여고
GMB410-711,57,구미여고 - 구미중학교건너
GMB410-711,58,구미중학교건너 - 원호동(원호대우아파트앞방면)
GMB410-711,59,원호동(원호대우아파트앞방면) - 원호대우아파트앞
GMB410-711,60,원호대우아파트앞 - 원호푸르지오아파트건너
GMB410-711,61,원호푸르지오아파트건너 - 원호세영리첼레이크뷰건너
GMB410-711,62,원호세영리첼레이크뷰건너 - 문성레이크자이아파트
GMB410-711,63,문성레이크자이아파트 - 문성태완노블리안아파트
GMB410-711,64,문성태완노블리안아파트 - 태왕아너스아파트건너
GMB41012,1,귀빈맨션(구미여고) - 도량롯데캐슬
GMB41012,2,도량롯데캐슬 - 구미남고건너
GMB41012,3,구미남고건너 - 도량교(원평2동산업도로방면)
GMB41012,4,도량교(원평2동산업도로방면) - 원평2동산업도로(원평마을문화센터방면)
GMB41012,5,원평2동산업도로(원평마을문화센터방면) - 원평마을문화센터앞
GMB41012,6,원평마을문화센터앞 - 구미역
GMB41012,7,구미역 - 농협
GMB41012,8,농협 - 금오산사거리
GMB41012,9,금오산사거리 - 푸르지오캐슬B단지
GMB41012,10,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB41012,11,가톨릭근로자문화센타 - 송정동번개시장건너
GMB41012,12,송정동번개시장건너 - 시청후문앞
GMB41012,13,시청후문앞 - 문화예술회관후문앞
GMB41012,14,문화예술회관후문앞 - 상공회의소앞
GMB41012,15,상공회의소앞 - 송정범양레우스
GMB41012,16,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB41012,17,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB41012,18,구미경찰서건너 - 롯데마트건너
GMB41012,19,롯데마트건너 - 이마트(광평동노인회관방면)
GMB41012,20,이마트(광평동노인회관방면) - 광평동노인회관
GMB41012,21,광평동노인회관 - 광평동행정복지센터앞
GMB41012,22,광평동행정복지센터앞 - 광평동푸르지오아파트앞
GMB41012,23,광평동푸르지오아파트앞 - 보성황실2차아파트정문앞
GMB41012,24,보성황실2차아파트정문앞 - 사곡초등학교건너
GMB41012,25,사곡초등학교건너 - 사곡동(사곡동새마을방면)
GMB41012,26,사곡동(사곡동새마을방면) - 사곡동새마을(상모초등학교방면)
GMB41012,27,사곡동새마을(상모초등학교방면) - 상모초등학교
GMB41012,28,상모초등학교 - 상모동(상모정수도서관건너방면)
GMB41012,29,상모동(상모정수도서관건너방면) - 상모정수도서관건너
GMB41012,30,상모정수도서관건너 - 상모우방2단지앞
GMB41012,31,상모우방2단지앞 - 삼도뷰앤빌건너삼거리
GMB41012,32,삼도뷰앤빌건너삼거리 - 임은동(임오동행정복지센터건너방면)
GMB41012,33,임은동(임오동행정복지센터건너방면) - 임오동행정복지센터건너
GMB41012,34,임오동행정복지센터건너 - 한염건너
GMB41012,35,한염건너 - 금오레미콘건너
GMB41012,36,금오레미콘건너 - 영남에너지서비스건너
GMB41012,37,영남에너지서비스건너 - TK케미칼2공장건너
GMB41012,38,TK케미칼2공장건너 - 동국방직
GMB41012,39,동국방직 - 직물협업단지(순천향병원방면)
GMB41012,40,직물협업단지(순천향병원방면) - 순천향병원건너
GMB41012,41,순천향병원건너 - 복지상가건너
GMB41012,42,복지상가건너 - 평생교육원건너
GMB41012,43,평생교육원건너 - 구미세무서앞
GMB41012,44,구미세무서앞 - 공단본부앞
GMB41012,45,공단본부앞 - LG유니참앞
GMB41012,46,LG유니참앞 - KEC정문
GMB41012,47,KEC정문 - 롯데마트앞
GMB41012,48,롯데마트앞 - 구미경찰서
GMB41012,49,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB41012,50,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB41012,51,상공회의소건너 - 문화예술회관후문건너
GMB41012,52,문화예술회관후문건너 - 시청후문건너
GMB41012,53,시청후문건너 - 송정동번개시장앞
GMB41012,54,송정동번개시장앞 - 푸르지오캐슬A단지
GMB41012,55,푸르지오캐슬A단지 - 대구은행앞
GMB41012,56,대구은행앞 - 구미역 전(국민은행)
GMB41012,57,구미역 전(국민은행) - 구미역(중앙시장)
GMB41030,1,구미역 - 농협
GMB41030,2,농협 - 금오산사거리
GMB41030,3,금오산사거리 - 푸르지오캐슬B단지
GMB41030,4,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB41030,5,가톨릭근로자문화센타 - 송정동번개시장건너
GMB41030,6,송정동번개시장건너 - 시청후문앞
GMB41030,7,시청후문앞 - 문화예술회관후문앞
GMB41030,8,문화예술회관후문앞 - 상공회의소앞
GMB41030,9,상공회의소앞 - 송정범양레우스
GMB41030,10,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB41030,11,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB41030,12,구미경찰서건너 - 롯데마트건너
GMB41030,13,롯데마트건너 - 이마트(광평동노인회관방면)
GMB41030,14,이마트(광평동노인회관방면) - 광평동노인회관
GMB41030,15,광평동노인회관 - 광평동행정복지센터앞
GMB41030,16,광평동행정복지센터앞 - 광평동푸르지오아파트앞
GMB41030,17,광평동푸르지오아파트앞 - 보성황실2차아파트정문앞
GMB41030,18,보성황실2차아파트정문앞 - 사곡초등학교건너
GMB41030,19,사곡초등학교건너 - 사곡동(사곡동새마을방면)
GMB41030,20,사곡동(사곡동새마을방면) - 사곡동새마을(상모초등학교방면)
GMB41030,21,사곡동새마을(상모초등학교방면) - 상모초등학교
GMB41030,22,상모초등학교 - 상모동(상모정수도서관건너방면)
GMB41030,23,상모동(상모정수도서관건너방면) - 상모정수도서관건너
GMB41030,24,상모정수도서관건너 - 상모우방2단지앞
GMB41030,25,상모우방2단지앞 - 삼도뷰앤빌건너삼거리
GMB41030,26,삼도뷰앤빌건너삼거리 - 임은동(임오동행정복지센터건너방면)
GMB41030,27,임은동(임오동행정복지센터건너방면) - 임오동행정복지센터건너
GMB41030,28,임오동행정복지센터건너 - 한염건너
GMB41030,29,한염건너 - 금오레미콘건너
GMB41030,30,금오레미콘건너 - 영남에너지서비스건너
GMB41030,31,영남에너지서비스건너 - TK케미칼2공장건너
GMB41030,32,TK케미칼2공장건너 - 동국방직
GMB41030,33,동국방직 - 직물협업단지(순천향병원방면)
GMB41030,34,직물협업단지(순천향병원방면) - 순천향병원건너
GMB41030,35,순천향병원건너 - 복지상가건너
GMB41030,36,복지상가건너 - 평생교육원건너
GMB41030,37,평생교육원건너 - 구미세무서앞
GMB41030,38,구미세무서앞 - 공단본부앞
GMB41030,39,공단본부앞 - LG유니참앞
GMB41030,40,LG유니참앞 - KEC정문
GMB41030,41,KEC정문 - 롯데마트앞
GMB41030,42,롯데마트앞 - 구미경찰서
GMB41030,43,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB41030,44,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB41030,45,상공회의소건너 - 문화예술회관후문건너
GMB41030,46,문화예술회관후문건너 - 시청후문건너
GMB41030,47,시청후문건너 - 송정동번개시장앞
GMB41030,48,송정동번개시장앞 - 푸르지오캐슬A단지
GMB41030,49,푸르지오캐슬A단지 - 대구은행앞
GMB41030,50,대구은행앞 - 구미역 전(국민은행)
GMB41030,51,구미역 전(국민은행) - 구미역(중앙시장)
GMB411-136,1,원호대우아파트건너 - 원호동(구미중학교방면)
GMB411-136,2,원호동(구미중학교방면) - 구미중학교앞
GMB411-136,3,구미중학교앞 - 귀빈맨션(구미여고)
GMB411-136,4,귀빈맨션(구미여고) - 도량롯데캐슬
GMB411-136,5,도량롯데캐슬 - 구미남고건너
GMB411-136,6,구미남고건너 - 도량교(원평2동산업도로방면)
GMB411-136,7,도량교(원평2동산업도로방면) - 원평2동산업도로(원평마을문화센터방면)
GMB411-136,8,원평2동산업도로(원평마을문화센터방면) - 원평마을문화센터앞
GMB411-136,9,원평마을문화센터앞 - 구미역
GMB411-136,10,구미역 - 농협
GMB411-136,11,농협 - 금오산사거리
GMB411-136,12,금오산사거리 - 푸르지오캐슬B단지
GMB411-136,13,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB411-136,14,가톨릭근로자문화센타 - 송정동번개시장건너
GMB411-136,15,송정동번개시장건너 - 시청후문앞
GMB411-136,16,시청후문앞 - 문화예술회관후문앞
GMB411-136,17,문화예술회관후문앞 - 상공회의소앞
GMB411-136,18,상공회의소앞 - 송정범양레우스
GMB411-136,19,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB411-136,20,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB411-136,21,구미경찰서건너 - 롯데마트건너
GMB411-136,22,롯데마트건너 - 코오롱
GMB411-136,23,코오롱 - 공단본부건너
GMB411-136,24,공단본부건너 - 구미세무서건너
GMB411-136,25,구미세무서건너 - 평생교육원앞
GMB411-136,26,평생교육원앞 - 복지상가앞
GMB411-136,27,복지상가앞 - 순천향병원앞
GMB411-136,28,순천향병원앞 - 직물협업단지(태광산업방면)
GMB411-136,29,직물협업단지(태광산업방면) - 태광산업
GMB411-136,30,태광산업 - TK케미칼2공장앞
GMB411-136,31,TK케미칼2공장앞 - 영남에너지서비스앞
GMB411-136,32,영남에너지서비스앞 - 금오레미콘앞
GMB411-136,33,금오레미콘앞 - 한염앞
GMB411-136,34,한염앞 - 임오동행정복지센터앞
GMB411-136,35,임오동행정복지센터앞 - 임은동(삼도뷰앤빌앞삼거리방면)
GMB411-136,36,임은동(삼도뷰앤빌앞삼거리방면) - 삼도뷰앤빌앞삼거리
GMB411-136,37,삼도뷰앤빌앞삼거리 - 상모우방1단지앞
GMB411-136,38,상모우방1단지앞 - 상모정수도서관앞
GMB411-136,39,상모정수도서관앞 - 상모동(상모중학교방면)
GMB411-136,40,상모동(상모중학교방면) - 상모중학교
GMB411-136,41,상모중학교 - 사곡동새마을(사곡동방면)
GMB411-136,42,사곡동새마을(사곡동방면) - 사곡동(보성황실2차아파트방면)
GMB411-136,43,사곡동(보성황실2차아파트방면) - 사곡초등학교
GMB411-136,44,사곡초등학교 - 보성황실2차아파트(홈플러스정문방면)
GMB411-136,45,보성황실2차아파트(홈플러스정문방면) - 홈플러스정문앞
GMB411-136,46,홈플러스정문앞 - 광명빌딩앞
GMB411-136,47,광명빌딩앞 - 이마트정문
GMB411-136,48,이마트정문 - 롯데마트앞
GMB411-136,49,롯데마트앞 - 구미경찰서
GMB411-136,50,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB411-136,51,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB411-136,52,상공회의소건너 - 문화예술회관후문건너
GMB411-136,53,문화예술회관후문건너 - 시청후문건너
GMB411-136,54,시청후문건너 - 송정동번개시장앞
GMB411-136,55,송정동번개시장앞 - 푸르지오캐슬A단지
GMB411-136,56,푸르지오캐슬A단지 - 대구은행앞
GMB411-136,57,대구은행앞 - 구미역 전(국민은행)
GMB411-136,58,구미역 전(국민은행) - 구미역(중앙시장)
GMB411-234,1,구미역 - 농협
GMB411-234,2,농협 - 금오산사거리
GMB411-234,3,금오산사거리 - 푸르지오캐슬B단지
GMB411-234,4,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB411-234,5,가톨릭근로자문화센타 - 송정동번개시장건너
GMB411-234,6,송정동번개시장건너 - 시청후문앞
GMB411-234,7,시청후문앞 - 문화예술회관후문앞
GMB411-234,8,문화예술회관후문앞 - 상공회의소앞
GMB411-234,9,상공회의소앞 - 송정범양레우스
GMB411-234,10,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB411-234,11,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB411-234,12,구미경찰서건너 - 롯데마트건너
GMB411-234,13,롯데마트건너 - 코오롱
GMB411-234,14,코오롱 - 공단본부건너
GMB411-234,15,공단본부건너 - 구미세무서건너
GMB411-234,16,구미세무서건너 - 평생교육원앞
GMB411-234,17,평생교육원앞 - 복지상가앞
GMB411-234,18,복지상가앞 - 순천향병원앞
GMB411-234,19,순천향병원앞 - 직물협업단지(태광산업방면)
GMB411-234,20,직물협업단지(태광산업방면) - 태광산업
GMB411-234,21,태광산업 - TK케미칼2공장앞
GMB411-234,22,TK케미칼2공장앞 - 영남에너지서비스앞
GMB411-234,23,영남에너지서비스앞 - 금오레미콘앞
GMB411-234,24,금오레미콘앞 - 신창메디칼앞
GMB411-234,25,신창메디칼앞 - 성안합섬건너
GMB411-234,26,성안합섬건너 - 오태1동
GMB411-234,27,오태1동 - 오태1동입구
GMB411-234,28,오태1동입구 - 금강물류건너
GMB411-234,29,금강물류건너 - 오태2동 구봉 종점출발
GMB411-234,30,오태2동 구봉 종점출발 - 오태2동 묘골(남구미자동차학원방면)
GMB411-234,31,오태2동 묘골(남구미자동차학원방면) - 상모우방1단지앞
GMB411-234,32,상모우방1단지앞 - 상모정수도서관앞
GMB411-234,33,상모정수도서관앞 - 상모동(상모중학교방면)
GMB411-234,34,상모동(상모중학교방면) - 상모중학교
GMB411-234,35,상모중학교 - 사곡동새마을(사곡동방면)
GMB411-234,36,사곡동새마을(사곡동방면) - 사곡동(보성황실2차아파트방면)
GMB411-234,37,사곡동(보성황실2차아파트방면) - 사곡초등학교
GMB411-234,38,사곡초등학교 - 보성황실2차아파트(홈플러스정문방면)
GMB411-234,39,보성황실2차아파트(홈플러스정문방면) - 홈플러스정문앞
GMB411-234,40,홈플러스정문앞 - 광명빌딩앞
GMB411-234,41,광명빌딩앞 - 이마트정문
GMB411-234,42,이마트정문 - 롯데마트앞
GMB411-234,43,롯데마트앞 - 구미경찰서
GMB411-234,44,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB411-234,45,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB411-234,46,상공회의소건너 - 문화예술회관후문건너
GMB411-234,47,문화예술회관후문건너 - 시청후문건너
GMB411-234,48,시청후문건너 - 송정동번개시장앞
GMB411-234,49,송정동번개시장앞 - 푸르지오캐슬A단지
GMB411-234,50,푸르지오캐슬A단지 - 대구은행앞
GMB411-234,51,대구은행앞 - 구미역 전(국민은행)
GMB411-234,52,구미역 전(국민은행) - 구미역(중앙시장)
GMB411-339,1,봉곡청마루출발지(종점) - 봉곡태성아파트건너
GMB411-339,2,봉곡태성아파트건너 - 봉곡영남네오빌건너
GMB411-339,3,봉곡영남네오빌건너 - 봉곡e편한세상건너
GMB411-339,4,봉곡e편한세상건너 - 도로공사도성관건너
GMB411-339,5,도로공사도성관건너 - 현대아파트앞
GMB411-339,6,현대아파트앞 - 새길도로입구(원호대우아파트방면)
GMB411-339,7,새길도로입구(원호대우아파트방면) - 원호대우아파트건너
GMB411-339,8,원호대우아파트건너 - 원호동(구미중학교방면)
GMB411-339,9,원호동(구미중학교방면) - 구미중학교앞
GMB411-339,10,구미중학교앞 - 귀빈맨션(구미여고)
GMB411-339,11,귀빈맨션(구미여고) - 도량롯데캐슬
GMB411-339,12,도량롯데캐슬 - 구미남고건너
GMB411-339,13,구미남고건너 - 도량교(원평2동산업도로방면)
GMB411-339,14,도량교(원평2동산업도로방면) - 원평2동산업도로(원평마을문화센터방면)
GMB411-339,15,원평2동산업도로(원평마을문화센터방면) - 원평마을문화센터앞
GMB411-339,16,원평마을문화센터앞 - 구미역
GMB411-339,17,구미역 - 농협
GMB411-339,18,농협 - 금오산사거리
GMB411-339,19,금오산사거리 - 푸르지오캐슬B단지
GMB411-339,20,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB411-339,21,가톨릭근로자문화센타 - 송정동번개시장건너
GMB411-339,22,송정동번개시장건너 - 시청후문앞
GMB411-339,23,시청후문앞 - 문화예술회관후문앞
GMB411-339,24,문화예술회관후문앞 - 상공회의소앞
GMB411-339,25,상공회의소앞 - 송정범양레우스
GMB411-339,26,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB411-339,27,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB411-339,28,구미경찰서건너 - 롯데마트건너
GMB411-339,29,롯데마트건너 - 코오롱
GMB411-339,30,코오롱 - 공단본부건너
GMB411-339,31,공단본부건너 - 구미세무서건너
GMB411-339,32,구미세무서건너 - 평생교육원앞
GMB411-339,33,평생교육원앞 - 복지상가앞
GMB411-339,34,복지상가앞 - 순천향병원앞
GMB411-339,35,순천향병원앞 - 직물협업단지(태광산업방면)
GMB411-339,36,직물협업단지(태광산업방면) - 태광산업
GMB411-339,37,태광산업 - TK케미칼2공장앞
GMB411-339,38,TK케미칼2공장앞 - 영남에너지서비스앞
GMB411-339,39,영남에너지서비스앞 - 금오레미콘앞
GMB411-339,40,금오레미콘앞 - 한염앞
GMB411-339,41,한염앞 - 임오동행정복지센터앞
GMB411-339,42,임오동행정복지센터앞 - 임은동(삼도뷰앤빌앞삼거리방면)
GMB411-339,43,임은동(삼도뷰앤빌앞삼거리방면) - 삼도뷰앤빌앞삼거리
GMB411-339,44,삼도뷰앤빌앞삼거리 - 상모우방1단지앞
GMB411-339,45,상모우방1단지앞 - 상모정수도서관앞
GMB411-339,46,상모정수도서관앞 - 상모동(상모중학교방면)
GMB411-339,47,상모동(상모중학교방면) - 상모중학교
GMB411-339,48,상모중학교 - 사곡동새마을(사곡동방면)
GMB411-339,49,사곡동새마을(사곡동방면) - 사곡동(보성황실2차아파트방면)
GMB411-339,50,사곡동(보성황실2차아파트방면) - 사곡초등학교
GMB411-339,51,사곡초등학교 - 보성황실2차아파트(홈플러스정문방면)
GMB411-339,52,보성황실2차아파트(홈플러스정문방면) - 홈플러스정문앞
GMB411-339,53,홈플러스정문앞 - 광명빌딩앞
GMB411-339,54,광명빌딩앞 - 이마트정문
GMB411-339,55,이마트정문 - 롯데마트앞
GMB411-339,56,롯데마트앞 - 구미경찰서
GMB411-339,57,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB411-339,58,구미IC네거리(구미종합터미널건너방면) - 상공회의소건너
GMB411-339,59,상공회의소건너 - 문화예술회관후문건너
GMB411-339,60,문화예술회관후문건너 - 시청후문건너
GMB411-339,61,시청후문건너 - 송정동번개시장앞
GMB411-339,62,송정동번개시장앞 - 푸르지오캐슬A단지
GMB411-339,63,푸르지오캐슬A단지 - 대구은행앞
GMB411-339,64,대구은행앞 - 구미역 전(국민은행)
GMB411-339,65,구미역 전(국민은행) - 구미역(중앙시장)
GMB411-437,1,구미역 - 농협
GMB411-437,2,농협 - 금오산사거리
GMB411-437,3,금오산사거리 - 푸르지오캐슬B단지
GMB411-437,4,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB411-437,5,가톨릭근로자문화센타 - 송정동번개시장건너
GMB411-437,6,송정동번개시장건너 - 시청후문앞
GMB411-437,7,시청후문앞 - 문화예술회관후문앞
GMB411-437,8,문화예술회관후문앞 - 상공회의소앞
GMB411-437,9,상공회의소앞 - 송정범양레우스
GMB411-437,10,송정범양레우스 - 구미IC네거리(구미경찰서방면)
GMB411-437,11,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB411-437,12,구미경찰서건너 - 롯데마트건너
GMB411-437,13,롯데마트건너 - 코오롱
GMB411-437,14,코오롱 - 공단본부건너
GMB411-437,15,공단본부건너 - 구미세무서건너
GMB411-437,16,구미세무서건너 - 평생교육원앞
GMB411-437,17,평생교육원앞 - 복지상가앞
GMB411-437,18,복지상가앞 - 순천향병원앞
GMB411-437,19,순천향병원앞 - 직물협업단지(태광산업방면)
GMB411-437,20,직물협업단지(태광산업방면) - 태광산업
GMB411-437,21,태광산업 - TK케미칼2공장앞
GMB411-437,22,TK케미칼2공장앞 - 영남에너지서비스앞
GMB411-437,23,영남에너지서비스앞 - 금오레미콘앞
GMB411-437,24,금오레미콘앞 - 한염앞
GMB411-437,25,한염앞 - 임오동행정복지센터앞
